   80   80
    nn     x     y    ss   oprev dprev   odist     ddist     oarea     darea  tareadiff
  3753    73    47 999.0     0     0  99999999  99999999         0         0     99999
  3754    74    47 999.0     0     0  99999999  99999999         0         0     99999
  3755    75    47 999.0     0     0  99999999  99999999         0         0     99999
  3756    76    47 999.0     0     0  99999999  99999999         0         0     99999
  3757    77    47   4.0  3596  3596     41626     62658      3675     21880     12665
  3758    78    47   5.0  3678  3677     42360     63233      3215     22215     12790
  3759    79    47   4.0  3598  3677     42441     64033      2875     22550     12795
  3760    80    47   6.0  3679  3679     43359     65046      2535     22920     12765
  3761     1    48   4.0  3682  3841     64576     23925     45215      -470      6525
  3762     2    48   4.0  3763  3921     64044     24116     43630      -160      5250
  3763     3    48   6.0  3764  3842     62794     24906     43310       125      5215
  3764     4    48   5.0  3686  3844     61419     25471     42990       410      5180
  3765     5    48   6.0  3687  3845     60085     25421     42655      -595      3840
  3766     6    48   6.0  3767  3846     58732     25751     42295      -295      3780
  3767     7    48   4.0  3689  3847     57482     25206     41975       -15      3740
  3768     8    48   5.0  3689  3929     56486     25450     41650       195      3625
  3769     9    48   6.0  3690  3849     55961     25147     41305       480      3565
  3770    10    48   6.0  3691  3851     54920     24743     40920       290      2990
  3771    11    48   4.0  3772  3932     53716     23881     40470       595      2845
  3772    12    48   4.0  3694  3852     52716     23645     40150       905      2835
  3773    13    48   4.0  3694  3932     51802     24020     39825      1215      2820
  3774    14    48   6.0  3695  3853     51428     25195     39415      1525      2720
  3775    15    48   5.0  3696  3776     50386     24075     39080       350      1210
  3776    16    48   4.0  3617  3777     49676     22950     38750       670      1200
  3777    17    48   4.0  3697  3858     49470     21950     38420       990      1190
  3778    18    48   2.0  3698  3939     48982     21239     38075      1300      1155
  3779    19    48   2.0  3700  3859     49000     21121     37585      1610       975
  3780    20    48   2.0  3621  3941     48727     21155     37240      1845       865
  3781    21    48   3.0  3702  3861     48350     21133     36860      2155       795
  3782    22    48   3.0  3702  3863     48040     20918     36535      2335       650
  3783    23    48   4.0  3703  3863     48143     20738     36195      2650       625
  3784    24    48   3.0  3706  3945     47733     20518     35345      2920        45
  3785    25    48   3.0  3706  3865     47079     20246     35020      3230        30
  3786    26    48   2.0  3707  3945     46577     20239     34680      3540         0
  3787    27    48   2.0  3628  3866     46370     20565     34345      3850        25
  3788    28    48   4.0  3708  3787     46502     21315     34015      4170        35
  3789    29    48   4.0  3628  3788     46789     22315     33685      4490        45
  3790    30    48   4.0  3709  3708     47388     23119     33355      4825        40
  3791    31    48   6.0  3711  3709     48362     24303     32865      5155       200
  3792    32    48   4.0  3714  3711     47274     25248     29415      5490      3315
  3793    33    48   3.0  3715  3711     46409     25899     29080      5815      3325
  3794    34    48   4.0  3715  3793     45799     26774     28755      6135      3330
  3795    35    48   2.0  3636  3794     45179     27524     28425      6455      3340
  3796    36    48   4.0  3716  3795     45377     28274     28095      6775      3350
  3797    37    48   4.0  3718  3796     45151     29274     27640      7095      3485
  3798    38    48   3.0  3799  3797     44654     30149     25360      7415      5445
  3799    39    48   4.0  3800  3798     43779     31024     25040      7735      5445
  3800    40    48   2.0  3641  3799     43029     31774     24720      8055      5445
  3801    41    48   4.0  3802  3800     42562     32524     24250      8375      5595
  3802    42    48   4.0  3724  3801     41562     33524     23930      8695      5595
  3803    43    48   3.0  3724  3802     40784     34399     23605      9015      5600
  3804    44    48   3.0  3645  3803     40510     35149     23270      9335      5615
  3805    45    48   4.0  3725  3804     40598     36024     22940      9655      5625
  3806    46    48   4.0  3726  3724     40621     36895     21915     10020      6285
  3807    47    48   4.0  3808  3887     40047     37547     21445      9320      7455
  3808    48    48   2.0  3729  3887     39297     37550     21125      9635      7460
  3809    49    48   3.0  3729  3808     39184     38175     20800      9955      7465
  3810    50    48   4.0  3730  3809     39441     39050     20460     10275      7485
  3811    51    48   4.0  3650  3810     39757     40050     20130     10595      7495
  3812    52    48   4.0  3731  3730     40431     41009     19800     10940      7480
  3813    53    48   4.0  3654  3812     40828     42009     13580     11260     13380
  3814    54    48   4.0  3734  3813     40435     43009     13245     11580     13395
  3815    55    48   4.0  3735  3814     40214     44009     12905     11900     13415
  3816    56    48   4.0  3736  3815     40099     45009     12545     12220     13455
  3817    57    48   4.0  3737  3816     39952     46009     12185     12540     13495
  3818    58    48   4.0  3738  3817     40158     47009     11835     12860     13525
  3819    59    48   3.0  3740  3738     39968     47868     10955     15550     11715
  3820    60    48   4.0  3661  3659     39720     48435     10625     15920     11675
  3821    61    48   4.0  3741  3740     39528     48845     10285     16250     11685
  3822    62    48   3.0  3663  3740     39151     49548      9590     16575     12055
  3823    63    48   4.0  3743  3822     38945     50423      9260     16895     12065
  3824    64    48   4.0  3745  3743     38680     51169      8820     17365     12035
  3825    65    48   3.0  3666  3824     37891     52044      8485     17685     12050
  3826    66    48   4.0  3746  3825     37714     52919      8155     18005     12060
  3827    67    48   4.0  3666  3666     38030     53312      7825     18420     11975
  3828    68    48   7.0  3748  3748     38617     54116      7475     18775     11970
  3829    69    48   4.0  3748  3748     38666     54165      7150     19100     11970
  3830    70    48   4.0  3748  3748     39463     54962      6825     19425     11970
  3831    71    48   4.0  3749  3749     40365     55864      6490     19760     11970
  3832    72    48   4.0  3671  3911     40809     56801      5800     20040     12380
  3833    73    48   4.0  3751  3912     41809     57317      5480     20350     12390
  3834    74    48   4.0  3912  3912     42558     58057      5585     20665     11970
  3835    75    48   5.0  3913  3913     43603     59102      5275     20975     11970
  3836    76    48   4.0  3914  3914     44617     60116      4965     21285     11970
  3837    77    48 999.0     0     0  99999999  99999999         0         0     99999
  3838    78    48   4.0  3677  3918     43179     63114      3330     21830     13060
  3839    79    48   5.0  3759  3917     43566     63881      2875     22215     13130
  3840    80    48   6.0  3759  3839     44224     65256      2550     22535     13135
  3841     1    49   3.0  3842  3921     64402     23050     43845      -470      5155
  3842     2    49   3.0  3843  3922     63652     23300     43535      -190      5125
  3843     3    49   6.0  3844  4002     62527     23940     43225       110      5115
  3844     4    49   4.0  3845  3923     61277     24346     42915       410      5105
